restaurant_id,country,city,type_of_food
2394,UK,Birmingham,british
2395,UK,Nottingham,lebanese
2400,Germany,Berlin,mexican
2401,Germany,Berlin,brazilian
2405,UK,London,international
2407,Germany,Berlin,italian
2409,UK,London,chicken
2411,France,Paris,thai
2412,UK,Nottingham,deli
2415,UK,London,thai
2416,UK,London,pizza
2417,UK,London,burgers
2418,UK,London,british
2419,UK,London,pizza
2420,UK,London,italian
2421,UK,London,sandwiches
2424,UK,London,turkish
2427,UK,London,british
2428,UK,London,italian
2429,UK,London,mexican
2431,UK,London,burgers
2432,France,Paris,korean
2434,Germany,Berlin,german
2437,Germany,Berlin,italian
2440,UK,London,burgers
2441,UK,Nottingham,burgers
2442,UK,London,spanish
2443,UK,London,thai
2444,UK,London,indian
2445,France,Paris,kosher
2446,UK,London,french
2447,UK,London,indian
2449,France,Paris,mexican
2450,France,Paris,french
2451,UK,Manchester,healthy
2452,UK,Liverpool,mexican
2454,UK,Liverpool,japanese
2455,France,Paris,sushi
2456,France,Paris,spanish
2457,UK,London,pizza
2458,France,Paris,italian
2459,UK,Manchester,indian
2460,France,Paris,thai
2465,UK,Liverpool,burritos
2467,Germany,Berlin,russian
2469,France,Paris,chinese
2470,UK,London,burgers
2474,France,Paris,french
2475,UK,London,taiwanese
2476,France,Paris,pan asian
2477,UK,London,deli
2478,France,Paris,american
2479,UK,Manchester,deli
2480,UK,London,british
2482,France,Paris,argentinian
2483,France,Paris,indian
2484,France,Paris,japanese
2485,UK,London,italian
2486,France,Paris,mexican
2487,France,Paris,mexican
2488,UK,Nottingham,pizza
2491,France,Paris,thai
2494,France,Paris,italian
2495,UK,Birmingham,italian
2496,UK,Birmingham,deli
2497,UK,Cambridge,japanese
2498,France,Paris,australian
2499,France,Paris,thai
2504,UK,London,italian
2505,UK,London,burgers
2506,France,Paris,italian
2507,UK,London,indian
2508,France,Paris,italian
2509,UK,London,seafood
2512,UK,London,seafood
2513,UK,London,fish and chips
2514,UK,London,italian
2516,UK,London,thai
2521,France,Paris,mexican
2522,UK,Birmingham,burgers
2523,France,Paris,thai
2524,France,Paris,italian
2525,France,Paris,thai
2529,UK,London,scandinavian
2530,France,Paris,thai
2532,France,Paris,vietnamese
2533,UK,London,thai
2547,France,Paris,korean
2548,UK,Birmingham,burgers
2558,UK,Manchester,thai
2559,UK,Liverpool,lebanese
2560,UK,Liverpool,north african
2561,UK,Liverpool,caribbean
2564,UK,Liverpool,italian
2568,UK,Liverpool,bbq
2570,UK,Liverpool,rotisserie
2571,UK,Liverpool,middle eastern
2573,UK,Liverpool,italian
2574,UK,London,healthy
2575,UK,Liverpool,american
2582,UK,Liverpool,italian
2585,UK,Leeds,italian
2586,UK,Liverpool,burgers
2587,UK,Edinburgh,mexican
2591,France,Paris,spanish
2592,UK,Edinburgh,italian
2596,UK,Edinburgh,lebanese
2597,UK,Edinburgh,indian
2598,UK,London,chinese
2599,UK,Leeds,italian
2600,UK,Leeds,pizza
2602,UK,Leeds,greek
2603,UK,Leeds,indian
2605,UK,Leeds,japanese
2607,UK,Edinburgh,thai
2608,UK,Leeds,thai
2610,UK,Leeds,burgers
2611,UK,Leeds,argentinian
2613,UK,Leeds,burritos
2620,UK,Edinburgh,indian
2624,UK,Edinburgh,indian
2631,UK,Edinburgh,italian
2642,UK,London,japanese
2643,UK,London,british
2646,UK,Edinburgh,italian
2660,UK,Edinburgh,burgers
2661,UK,London,bistro
2671,UK,London,american
2675,UK,London,british
2677,UK,Birmingham,mexican
2679,UK,London,british
2682,UK,Edinburgh,japanese
2689,UK,Nottingham,chinese
2692,UK,Nottingham,british
2694,Germany,Berlin,mediterranean
2695,Ireland,Dublin,pizza
2696,UK,London,pizza
2697,Germany,Berlin,mediterranean
2698,UK,Birmingham,italian
2699,UK,Glasgow,burgers
2700,UK,Leeds,brazilian
2701,UK,London,mediterranean
2702,UK,Leeds,vietnamese
2703,UK,Leeds,fish and chips
2706,UK,Leeds,italian
2707,UK,Edinburgh,burgers
2708,UK,London,italian
2709,UK,London,mexican
2710,UK,London,mexican
2715,UK,Birmingham,indian
2716,UK,London,italian
2717,UK,London,peruvian
2718,UK,Birmingham,burritos
2721,UK,Reading,argentinian
2722,UK,London,burgers
2723,UK,London,japanese
2724,UK,London,italian
2726,UK,Edinburgh,thai
2727,UK,Edinburgh,japanese
2728,UK,Edinburgh,chicken
2729,UK,London,vietnamese
2730,UK,Edinburgh,lebanese
2733,UK,Edinburgh,lebanese
2734,UK,London,japanese
2735,UK,London,italian
2736,UK,Edinburgh,bakery
2737,UK,Edinburgh,middle eastern
2740,UK,London,mediterranean
2741,UK,London,british
2742,UK,London,british
2743,UK,London,pizza
2746,UK,London,japanese
2747,UK,London,indian
2748,UK,Liverpool,american
2749,UK,Liverpool,american
2755,UK,Guildford,burritos
2756,UK,London,italian
2758,UK,Guildford,italian
2759,UK,London,italian
2760,UK,London,italian
2761,UK,Guildford,greek
2762,UK,London,italian
2763,UK,Leeds,american
2765,UK,Guildford,indian
2767,UK,London,bakery
2768,UK,London,italian
2770,UK,Guildford,burgers
2771,France,Paris,sushi
2772,UK,London,pizza
2773,UK,Guildford,american
2775,UK,London,british
2776,UK,London,pizza
2777,UK,London,burgers
2778,UK,Glasgow,chinese
2779,UK,Edinburgh,italian
2781,UK,Edinburgh,italian
2783,UK,Nottingham,burgers
2786,UK,Edinburgh,mexican
2787,UK,Nottingham,pizza
2788,UK,London,italian
2789,UK,London,pan asian
2790,UK,London,turkish
2791,UK,Edinburgh,american
2792,UK,London,italian
2793,UK,Liverpool,mexican
2795,UK,London,bakery
2796,UK,Guildford,spanish
2797,UK,London,healthy
2798,UK,London,italian
2799,UK,London,mediterranean
2800,UK,Glasgow,mexican
2801,UK,Glasgow,sandwiches
2802,UK,London,indian
2803,UK,Nottingham,thai
2804,UK,Glasgow,persian
2805,UK,Glasgow,juices
2806,UK,Glasgow,italian
2807,UK,Glasgow,pizza
2810,UK,Glasgow,scottish
2811,UK,Glasgow,italian
2812,UK,London,indian
2816,UK,London,italian
2817,UK,Glasgow,spanish
2818,UK,Glasgow,italian
2819,UK,London,latin american
2820,UK,Glasgow,greek
2823,UK,Glasgow,indian
2824,UK,Glasgow,fish and chips
2825,UK,Glasgow,fish and chips
2828,UK,Edinburgh,malaysian
2830,UK,Glasgow,sushi
2831,UK,Glasgow,pan asian
2836,UK,Glasgow,thai
2837,UK,Edinburgh,nepalese
2839,UK,Leeds,american
2840,UK,Edinburgh,mexican
2841,UK,Leeds,american
2844,France,Paris,italian
2849,UK,Manchester,mediterranean
2852,UK,Leeds,thai
2855,UK,London,american
2856,UK,Leeds,american
2857,UK,London,american
2858,UK,Edinburgh,italian
2859,Ireland,Dublin,international
2860,Ireland,Dublin,american
2861,Ireland,Dublin,mexican
2862,Ireland,Dublin,seafood
2863,Ireland,Dublin,fish and chips
2864,Ireland,Dublin,italian
2865,UK,Brighton,sandwiches
2866,UK,Birmingham,dessert
2871,UK,London,chinese
2873,UK,London,chinese
2874,UK,Brighton,american
2877,France,Paris,fish and chips
2879,UK,London,indian
2880,France,Paris,lebanese
2881,UK,London,thai
2885,Germany,Berlin,mexican
2886,UK,London,middle eastern
2890,France,Paris,french
2891,UK,London,american
2892,UK,London,american
2895,UK,Edinburgh,greek
2898,UK,Liverpool,argentinian
2899,UK,Manchester,sushi
2901,UK,London,lebanese
2902,France,Paris,italian
2903,UK,London,indian
2904,Germany,Berlin,american
2905,France,Paris,bagels
2908,UK,London,healthy
2910,UK,London,healthy
2911,France,Paris,thai
2912,France,Paris,american
2913,Ireland,Dublin,healthy
2914,France,Paris,spanish
2915,UK,London,vietnamese
2916,UK,London,british
2917,France,Paris,thai
2918,UK,London,mediterranean
2920,UK,Manchester,russian
2921,Germany,Berlin,american
2926,France,Paris,american / brunch
2928,Germany,Berlin,burgers
2932,UK,London,chicken
2937,France,Paris,indian
2938,France,Paris,burgers
2940,Germany,Berlin,healthy
2943,Germany,Berlin,indian
2945,UK,Guildford,argentinian
2947,France,Paris,bakery
2948,France,Paris,american
2951,UK,London,bakery
2952,France,Paris,mexican
2954,France,Paris,french
2962,France,Paris,american
2968,Germany,Berlin,italian
2969,France,Paris,italian
2970,UK,Manchester,british
2972,Germany,Berlin,german
2977,France,Paris,healthy
2979,UK,London,lebanese
2982,France,Paris,lebanese
2983,UK,Glasgow,spanish
2985,UK,London,american
2991,France,Paris,french
2993,France,Paris,italian
2994,France,Paris,vietnamese
2995,France,Paris,thai
2998,France,Paris,sushi
3003,France,Paris,indian
3009,UK,Nottingham,steakhouse
3011,UK,London,italian
3012,UK,London,pizza
3013,UK,London,russian
3014,UK,London,burritos
3015,UK,London,burritos
3016,UK,London,burritos
3017,UK,London,burritos
3018,UK,London,burritos
3019,UK,London,burritos
3020,UK,London,burritos
3021,UK,London,burritos
3022,UK,London,burritos
3023,UK,London,burritos
3024,UK,London,burritos
3025,UK,Leeds,mexican
3028,UK,London,modern british
3030,Germany,Berlin,south indian
3033,Germany,Berlin,italian
3034,Germany,Berlin,burgers
3037,UK,Nottingham,indian
3039,Germany,Berlin,indian
3042,Germany,Berlin,italian
3044,Germany,Berlin,latin american
3050,Germany,Berlin,sandwiches
3051,UK,London,british
3059,Germany,Berlin,indian
3060,UK,Birmingham,italian
3061,UK,Nottingham,italian
3062,UK,Birmingham,italian
3064,Germany,Berlin,italian
3073,UK,Birmingham,british
3074,France,Paris,italian
3075,Germany,Berlin,indian
3076,Germany,Berlin,vietnamese
3077,Germany,Berlin,italian
3079,Germany,Berlin,italian
3085,Germany,Berlin,mediterranean
3086,Germany,Berlin,mediterranean
3087,UK,Glasgow,burgers
3088,Germany,Berlin,japanese
3089,Germany,Berlin,italian
3090,UK,Manchester,japanese
3091,Germany,Berlin,indian
3092,Ireland,Dublin,italian
3098,Germany,Berlin,vietnamese
3100,UK,Leeds,bbq
3102,UK,London,italian
3103,France,Paris,thai
3120,UK,Edinburgh,indian
3122,France,Paris,italian
3123,France,Paris,mexican
3125,France,Paris,korean
3128,France,Paris,turkish
3131,Germany,Berlin,greek
3132,UK,Leeds,american
3133,France,Paris,spanish
3137,France,Paris,italian
3138,UK,Edinburgh,north african
3140,UK,London,indian
3142,France,Paris,pan asian
3143,UK,London,burgers
3145,France,Paris,creperie
3146,UK,London,burgers
3147,UK,London,burgers
3148,UK,Glasgow,latin american
3149,UK,London,european
3150,UK,London,indian
3151,UK,London,thai
3156,UK,Edinburgh,italian
3157,UK,Birmingham,north african
3160,UK,London,persian
3163,France,Paris,persian
3164,UK,Glasgow,burgers
3166,UK,Guildford,italian
3167,UK,Reading,italian
3168,UK,Oxford,italian
3169,Ireland,Dublin,deli
3171,UK,Edinburgh,pizza
3172,UK,Manchester,italian
3178,France,Paris,american
3179,UK,Manchester,italian
3181,Ireland,Dublin,japanese
3182,UK,Glasgow,japanese
3183,France,Paris,indian
3184,UK,Glasgow,juices
3185,UK,Glasgow,italian
3186,UK,Glasgow,italian
3187,France,Paris,thai
3190,UK,London,healthy
3196,Germany,München,turkish
3198,UK,London,italian
3202,UK,London,italian
3204,UK,London,italian
3207,UK,London,italian
3208,UK,London,italian
3217,UK,Edinburgh,italian
3226,France,Paris,american / brunch
3230,UK,Glasgow,chinese
3241,Germany,München,italian
3242,France,Paris,thai
3245,UK,London,dessert
3247,UK,Edinburgh,italian
3248,Germany,München,japanese
3253,UK,Edinburgh,burgers
3254,France,Paris,thai
3258,UK,Manchester,american
3259,UK,Glasgow,indian
3261,France,Paris,french
3262,France,Paris,indian
3264,UK,London,chicken
3266,UK,London,dessert
3267,UK,Glasgow,sichuan chinese
3270,UK,Glasgow,indian
3274,UK,London,chicken
3276,UK,Liverpool,italian
3277,France,Paris,italian
3278,UK,London,italian
3279,France,Paris,lebanese
3280,Germany,München,vietnamese
3281,UK,Manchester,italian
3285,UK,Edinburgh,japanese
3288,France,Paris,american
3294,UK,London,indian
3295,UK,Manchester,thai
3305,Germany,Berlin,chicken
3309,Germany,München,healthy
3310,Germany,München,burgers
3313,UK,Edinburgh,sushi
3316,France,Paris,italian
3321,UK,London,american
3322,Germany,München,chinese
3323,UK,London,burgers
3324,UK,London,pan asian
3325,Ireland,Dublin,pizza
3327,France,Paris,indian
3337,UK,Manchester,indian
3338,France,Paris,italian
3339,UK,London,japanese
3340,UK,London,vietnamese
3345,UK,London,healthy
3346,UK,Nottingham,chinese
3350,Ireland,Dublin,lebanese moroccan
3351,France,Paris,indian
3357,Germany,Berlin,international
3374,Germany,München,international
3387,UK,London,italian
3389,Germany,München,japanese
3390,Germany,München,european
3391,France,Paris,american
3394,UK,London,british
3395,UK,London,indian
3396,UK,London,seafood
3400,UK,London,pizza
3402,UK,London,italian
3403,France,Paris,italian
3404,UK,London,burgers
3406,UK,Glasgow,american
3411,UK,Cheltenham,italian
3415,UK,London,vietnamese
3416,Germany,München,italian
3417,France,Paris,american
3418,Germany,München,spanish
3419,Germany,München,italian
3421,UK,Leicester,lebanese
3423,UK,Leicester,pizza
3425,UK,Manchester,american
3426,Germany,München,italian
3427,UK,Liverpool,rotisserie
3428,Ireland,Dublin,thai
3429,UK,Leicester,british
3437,UK,Cardiff,burritos
3439,UK,London,dessert
3441,UK,Manchester,korean
3445,Germany,München,italian
3447,UK,Manchester,chinese
3451,France,Paris,french
3455,UK,Leicester,burritos
3458,UK,Glasgow,american
3459,UK,Leicester,italian
3463,Germany,München,international
3464,UK,Leicester,burgers
3471,UK,Cambridge,bbq
3479,UK,Cheltenham,fish and chips
3483,UK,Cheltenham,bbq
3493,UK,Cardiff,indian
3495,UK,London,burgers
3501,Germany,Berlin,italian
3508,UK,Nottingham,indian
3511,UK,London,ice cream
3512,UK,London,british
3515,UK,London,latin american
3516,UK,London,british
3517,UK,Cheltenham,indian
3523,UK,Manchester,turkish
3525,UK,London,italian
3526,UK,London,burgers
3527,UK,London,vietnamese
3530,UK,Cardiff,chinese
3531,UK,Cardiff,american
3535,UK,London,american
3536,UK,London,persian
3537,UK,London,pizza
3541,UK,Leicester,deli
3544,UK,London,thai
3545,Germany,Berlin,pizza
3548,France,Paris,american
3555,Germany,Berlin,indian
3556,Germany,Berlin,vietnamese
3558,UK,London,thai
3559,UK,Southampton,american
3567,UK,London,american
3569,UK,Manchester,fish and chips
3570,UK,Cheltenham,french
3571,UK,Cheltenham,indian
3572,UK,Cheltenham,thai
3575,Germany,Berlin,international
3576,UK,Nottingham,american
3578,Germany,Berlin,korean
3581,France,Paris,indian
3583,UK,Manchester,burgers
3584,UK,Cheltenham,european
3586,UK,London,thai
3589,UK,Leicester,pizza
3594,UK,Leeds,sushi
3614,France,Paris,indonesian
3618,Ireland,Dublin,pan asian
3620,UK,Southampton,burritos
3622,UK,Manchester,caribbean
