order_acknowledged_at,order_ready_at,order_value_gbp,restaurant_id,number_of_items,prep_time_seconds
2015-06-02 12:40:26.114962+01:00,2015-06-02 13:12:36.436148+01:00,25.3,1162,5,1930
2015-06-02 19:25:35.638274+01:00,2015-06-02 19:38:46.098727+01:00,22.9,1162,4,790
2015-06-03 15:32:09.696155+01:00,2015-06-03 15:38:38.400614+01:00,15.35,1162,4,388
2015-06-04 15:25:40.444798+01:00,2015-06-04 15:30:13.859189+01:00,20.85,1162,3,273
2015-06-05 14:45:00.621876+01:00,2015-06-05 14:52:50.060030+01:00,27.3,1162,5,469
2015-06-05 19:57:22.020980+01:00,2015-06-05 20:05:16.159792+01:00,23.65,1162,3,474
2015-06-05 21:15:54.238672+01:00,2015-06-05 21:20:06.694987+01:00,21.85,1162,3,252
2015-06-05 21:45:23.277823+01:00,2015-06-05 21:50:22.095994+01:00,21.35,1162,3,298
2015-06-06 19:25:04.478267+01:00,2015-06-06 19:30:22.406511+01:00,16.15,1162,3,317
2015-06-06 20:08:43.217325+01:00,2015-06-06 20:11:46.017175+01:00,16.65,1162,3,182
2015-06-06 21:25:45.292651+01:00,2015-06-06 21:33:24.251692+01:00,18.65,1162,3,458
2015-06-06 22:17:19.000379+01:00,2015-06-06 22:26:18.201888+01:00,16.4,1162,3,539
2015-06-10 20:39:21.951662+01:00,2015-06-10 20:51:18.827804+01:00,16.35,1162,3,716
2015-06-12 12:59:52.759128+01:00,2015-06-12 13:30:21.150008+01:00,31.3,1162,5,1828
2015-06-12 16:16:56.441694+01:00,2015-06-12 16:23:28.447767+01:00,9.3,1162,2,392
2015-06-12 17:34:32.910271+01:00,2015-06-12 17:37:14.697820+01:00,18.35,1162,3,161
2015-06-12 19:47:50.519615+01:00,2015-06-12 19:52:39.254910+01:00,19.8,1162,2,288
2015-06-12 21:17:54.324573+01:00,2015-06-12 21:25:25.602892+01:00,18.35,1162,2,451
2015-06-12 22:29:01.858339+01:00,2015-06-12 22:44:19.475717+01:00,28.25,1162,3,917
2015-06-13 13:14:30.823728+01:00,2015-06-13 13:53:58.465915+01:00,15.4,1162,2,2367
2015-06-13 16:00:51.585710+01:00,2015-06-13 16:08:41.157877+01:00,15.35,1162,3,469
2015-06-13 19:01:20.267552+01:00,2015-06-13 19:10:26.160931+01:00,34.2,1162,3,545
2015-06-13 21:06:53.801578+01:00,2015-06-13 21:09:51.181181+01:00,19.25,1162,5,177
2015-06-13 21:18:09.789507+01:00,2015-06-13 21:26:39.598788+01:00,21.35,1162,3,509
2015-06-14 13:36:24.500219+01:00,2015-06-14 13:40:47.947963+01:00,21.6,1162,5,263
2015-06-14 15:12:30.490698+01:00,2015-06-14 15:19:09.323921+01:00,15.65,1162,3,398
2015-06-17 13:08:56.859595+01:00,2015-06-17 13:14:49.120793+01:00,20.65,1162,5,352
2015-06-17 20:05:22.868995+01:00,2015-06-17 20:19:10.005885+01:00,51.95,1162,7,827
2015-06-17 20:43:09.149030+01:00,2015-06-17 20:49:02.819795+01:00,18.76,1162,3,353
2015-06-18 13:30:23.391758+01:00,2015-06-18 13:37:17.274631+01:00,15.85,1162,6,413
2015-06-18 14:42:17.165417+01:00,2015-06-18 14:50:04.120278+01:00,20.7,1162,6,466
2015-06-18 15:51:54.522503+01:00,2015-06-18 18:28:09.946305+01:00,24.82,1162,8,9375
2015-06-18 18:51:30.607270+01:00,2015-06-18 19:27:42.603389+01:00,15.7,1162,4,2171
2015-06-18 19:42:42.770569+01:00,2015-06-18 19:51:08.093702+01:00,22.14,1162,5,505
2015-06-18 20:18:51.683122+01:00,2015-06-18 20:31:03.043299+01:00,21.49,1162,5,731
2015-06-19 19:06:22.585535+01:00,2015-06-19 19:12:36.168874+01:00,17.68,1162,4,373
2015-06-19 19:35:16.834103+01:00,2015-06-19 19:39:49.787899+01:00,15.47,1162,4,272
2015-06-19 20:13:46.602562+01:00,2015-06-19 20:23:16.226986+01:00,15.48,1162,5,569
2015-06-19 20:14:49.467488+01:00,2015-06-19 20:26:01.255654+01:00,19.66,1162,5,671
2015-06-19 20:15:22.269206+01:00,2015-06-19 20:27:41.033445+01:00,15.8,1162,4,738
2015-06-19 21:37:25.824014+01:00,2015-06-19 21:43:14.525084+01:00,16.45,1162,4,348
2015-06-20 14:00:28.569876+01:00,2015-06-20 14:07:52.533106+01:00,15.01,1162,3,443
2015-06-20 15:40:38.582984+01:00,2015-06-20 15:47:12.394080+01:00,21.92,1162,5,393
2015-06-20 19:14:19.683278+01:00,2015-06-20 19:28:49.819690+01:00,20.64,1162,3,870
2015-06-20 19:25:25.838242+01:00,2015-06-20 19:32:02.259726+01:00,16.28,1162,5,396
2015-06-20 19:59:05.940324+01:00,2015-06-20 20:21:58.629834+01:00,15.18,1162,3,1372
2015-06-21 13:19:12.562645+01:00,2015-06-21 13:34:14.915239+01:00,15.86,1162,4,902
2015-06-21 16:37:26.900100+01:00,2015-06-21 16:45:56.062689+01:00,21.53,1162,3,509
2015-06-22 14:04:22.750647+01:00,2015-06-22 14:11:51.762804+01:00,22.52,1162,5,449
2015-06-22 19:00:57.975311+01:00,2015-06-22 19:06:47.026377+01:00,15.8,1162,6,349
2015-06-22 19:09:39.431488+01:00,2015-06-22 19:14:58.816703+01:00,16.93,1162,5,319
2015-06-22 19:24:16.190925+01:00,2015-06-22 19:30:14.042873+01:00,15.01,1162,4,357
2015-06-22 19:38:34.920790+01:00,2015-06-22 19:46:57.821351+01:00,17.8,1162,6,502
2015-06-23 12:18:19.637582+01:00,2015-06-23 13:10:15.164728+01:00,17.47,1162,6,3115
2015-06-25 14:03:58.127831+01:00,2015-06-25 14:11:57.509686+01:00,27.8,1162,3,479
2015-06-25 20:30:52.748685+01:00,2015-06-25 21:11:52.214362+01:00,16.3,1162,3,2459
2015-06-26 16:51:31.668489+01:00,2015-06-26 16:57:00.118153+01:00,15.35,1162,5,328
2015-06-26 21:30:12.420998+01:00,2015-06-26 21:33:45.436309+01:00,16.25,1162,5,213
2015-06-26 21:40:48.228239+01:00,2015-06-26 21:44:25.997691+01:00,15.9,1162,4,217
2015-06-27 17:25:29.297866+01:00,2015-06-27 17:30:46.037313+01:00,17.35,1162,3,316
2015-06-27 20:47:37.612965+01:00,2015-06-27 20:59:08.794834+01:00,40.15,1162,6,691
2015-06-29 16:13:21.056566+01:00,2015-06-29 16:17:53.739443+01:00,16.85,1162,4,272
2015-06-29 16:45:58.054834+01:00,2015-06-29 16:51:56.845970+01:00,28.8,1162,4,358
2015-06-30 21:26:45.477208+01:00,2015-06-30 21:43:03.644134+01:00,19.6,1162,4,978
2015-06-01 19:15:25.557338+01:00,2015-06-01 19:46:28.016961+01:00,16.8,1307,4,1862
2015-06-01 21:38:29.469274+01:00,2015-06-01 22:00:30.733586+01:00,15.8,1307,5,1321
2015-06-02 17:00:22.189850+01:00,2015-06-02 19:33:17.707859+01:00,16.8,1307,4,9175
2015-06-03 22:26:22.905073+01:00,2015-06-03 22:46:29.819031+01:00,17.9,1307,4,1206
2015-06-04 19:01:21.495360+01:00,2015-06-04 19:32:12.066111+01:00,16.8,1307,4,1850
2015-06-05 19:50:18.320709+01:00,2015-06-05 20:13:26.994152+01:00,28.65,1307,7,1388
2015-06-05 20:17:30.006660+01:00,2015-06-05 20:41:38.932204+01:00,31.7,1307,7,1448
2015-06-05 20:26:38.374568+01:00,2015-06-05 20:45:25.640092+01:00,18.8,1307,5,1127
2015-06-06 22:04:42.521107+01:00,2015-06-06 22:24:40.083848+01:00,19.3,1307,5,1197
2015-06-07 18:08:04.279326+01:00,2015-06-07 20:22:38.722635+01:00,22.85,1307,5,8074
2015-06-08 21:30:15.102150+01:00,2015-06-08 21:45:10.372899+01:00,17.05,1307,3,895
2015-06-08 23:04:21.321325+01:00,2015-06-08 23:31:35.813636+01:00,13.8,1307,4,1634
2015-06-09 21:48:57.629148+01:00,2015-06-09 22:12:26.512732+01:00,25.05,1307,8,1408
2015-06-10 13:43:14.591167+01:00,2015-06-10 13:56:39.474699+01:00,17.6,1307,4,804
2015-06-10 19:28:35.370541+01:00,2015-06-10 19:55:20.486181+01:00,22.95,1307,5,1605
2015-06-11 19:53:27.009001+01:00,2015-06-11 20:13:09.443536+01:00,15.35,1307,4,1182
2015-06-11 19:54:09.432778+01:00,2015-06-11 20:13:09.557592+01:00,16.0,1307,4,1140
2015-06-11 21:36:18.727648+01:00,2015-06-12 13:20:15.359314+01:00,95.9,1307,14,56636
2015-06-12 21:46:34.700058+01:00,2015-06-12 22:01:35.804356+01:00,35.35,1307,7,901
2015-06-13 19:27:27.842182+01:00,2015-06-13 19:48:06.615758+01:00,42.95,1307,11,1238
2015-06-14 19:10:38.830878+01:00,2015-06-14 19:42:55.849368+01:00,13.55,1307,4,1937
2015-06-14 19:28:40.232616+01:00,2015-06-14 20:03:28.797636+01:00,36.75,1307,8,2088
2015-06-14 20:58:18.047541+01:00,2015-06-14 21:27:29.309499+01:00,25.5,1307,7,1751
2015-06-14 21:51:44.048367+01:00,2015-06-14 22:15:08.188220+01:00,46.35,1307,9,1404
2015-06-14 22:38:19.223209+01:00,2015-06-14 23:06:26.818875+01:00,15.5,1307,2,1687
2015-06-17 20:18:53.377358+01:00,2015-06-17 20:34:39.137211+01:00,27.75,1307,6,945
2015-06-17 23:58:08.133503+01:00,2015-06-18 00:21:25.496593+01:00,54.45,1307,10,1397
2015-06-19 23:28:44.292687+01:00,2015-06-19 23:51:14.525313+01:00,23.4,1307,5,1350
2015-06-21 20:11:34.810183+01:00,2015-06-21 20:30:42.982978+01:00,20.15,1307,5,1148
2015-06-21 21:14:05.018768+01:00,2015-06-21 21:35:34.798844+01:00,36.65,1307,8,1289
2015-06-21 21:34:29.070308+01:00,2015-06-21 21:36:45.855772+01:00,22.35,1307,5,136
2015-06-23 20:11:47.131339+01:00,2015-06-23 20:41:14.137958+01:00,15.75,1307,4,1767
2015-06-23 20:33:30.408566+01:00,2015-06-23 20:52:35.223761+01:00,15.5,1307,3,1144
2015-06-24 20:00:00.944385+01:00,2015-06-24 20:26:10.817022+01:00,16.95,1307,6,1569
2015-06-25 18:53:23.235211+01:00,2015-06-25 19:46:48.122205+01:00,26.3,1307,7,3204
2015-06-27 22:22:00.113179+01:00,2015-06-27 22:43:01.529991+01:00,32.5,1307,7,1261
2015-06-30 19:10:27.070610+01:00,2015-06-30 19:23:02.179080+01:00,16.8,1307,4,755
2015-06-01 18:51:44.004518+01:00,2015-06-01 18:59:50.327766+01:00,16.9,936,4,486
2015-06-09 13:22:47.949667+01:00,2015-06-09 13:39:36.247810+01:00,40.5,936,7,1008
2015-06-14 16:19:24.333659+01:00,2015-06-14 16:27:34.282644+01:00,17.5,936,4,489
2015-06-22 15:43:21.683505+01:00,2015-06-22 15:50:25.431514+01:00,16.85,936,4,423
2015-06-30 13:59:44.385542+01:00,2015-06-30 14:04:57.158236+01:00,18.0,936,3,312
2015-06-01 19:51:58.642575+02:00,2015-06-01 20:05:23.149536+02:00,15.26285,2246,3,804
2015-06-10 19:10:10.548891+02:00,2015-06-10 19:18:55.441462+02:00,15.26285,2246,2,524
2015-06-10 19:50:37.702764+02:00,2015-06-10 20:05:36.053315+02:00,14.55295,2246,2,898
2015-06-12 23:11:19.739455+02:00,2015-06-12 23:35:44.989256+02:00,17.037599999999998,2246,1,1465
2015-06-13 17:02:33.214998+02:00,2015-06-13 17:33:39.682007+02:00,15.97275,2246,2,1866
2015-06-13 17:06:35.517494+02:00,2015-06-13 17:29:47.151922+02:00,18.03146,2246,3,1391
2015-06-15 21:27:36.814369+02:00,2015-06-15 21:38:49.696768+02:00,16.611659999999997,2246,3,672
2015-06-20 22:01:01.139183+02:00,2015-06-20 22:23:37.018310+02:00,30.028769999999998,2246,5,1355
2015-06-20 22:06:45.292140+02:00,2015-06-20 22:23:37.288594+02:00,32.37144,2246,4,1011
2015-06-22 22:01:40.773424+02:00,2015-06-22 22:10:58.318183+02:00,22.29086,2246,3,557
2015-06-01 18:52:09.127722+01:00,2015-06-01 19:09:41.695841+01:00,17.85,343,3,1052
2015-06-02 19:12:24.467483+01:00,2015-06-02 19:28:48.665813+01:00,28.15,343,6,984
2015-06-02 19:16:33.829604+01:00,2015-06-02 19:28:39.680398+01:00,15.9,343,2,725
2015-06-06 19:44:39.537730+01:00,2015-06-06 20:10:18.891588+01:00,16.75,343,3,1539
2015-06-07 19:55:37.646202+01:00,2015-06-07 20:20:01.430025+01:00,31.9,343,4,1463
2015-06-11 20:48:28.731559+01:00,2015-06-11 21:13:23.616965+01:00,20.9,343,2,1494
2015-06-15 19:03:00.251957+01:00,2015-06-15 19:32:33.439091+01:00,16.5,343,3,1773
2015-06-24 21:09:39.660524+01:00,2015-06-24 21:30:26.087087+01:00,31.2,343,4,1246
2015-06-25 20:29:38.578006+01:00,2015-06-25 21:00:38.624499+01:00,37.1,343,3,1860
2015-06-25 21:31:53.052975+01:00,2015-06-25 21:56:09.466517+01:00,38.4,343,7,1456
2015-06-30 21:56:48.713248+01:00,2015-06-30 22:11:36.403677+01:00,18.7,343,3,887
2015-06-01 18:59:05.391687+01:00,2015-06-01 19:25:24.304968+01:00,20.6,874,4,1578
2015-06-12 21:50:25.046629+01:00,2015-06-12 22:08:41.602767+01:00,33.1,874,7,1096
2015-06-21 20:31:50.315146+01:00,2015-06-21 20:47:21.597978+01:00,18.45,874,3,931
2015-06-26 20:21:59.946397+01:00,2015-06-26 20:46:30.105628+01:00,22.2,874,5,1470
2015-06-01 18:54:35.047666+01:00,2015-06-01 19:12:10.748301+01:00,26.0,661,4,1055
2015-06-02 16:58:10.328917+01:00,2015-06-02 17:28:53.428005+01:00,20.0,661,2,1843
2015-06-02 18:56:10.033337+01:00,2015-06-02 19:16:50.607416+01:00,38.5,661,4,1240
2015-06-02 20:51:10.911270+01:00,2015-06-02 20:56:33.311915+01:00,11.0,661,1,322
2015-06-02 21:19:56.000434+01:00,2015-06-02 21:33:28.691201+01:00,25.0,661,5,812
2015-06-02 21:40:06.359887+01:00,2015-06-02 21:48:26.319085+01:00,24.0,661,3,499
2015-06-03 21:31:23.885836+01:00,2015-06-03 21:37:51.224911+01:00,24.0,661,6,387
2015-06-04 20:56:47.067657+01:00,2015-06-04 21:09:53.879846+01:00,39.0,661,5,786
2015-06-05 20:19:10.145804+01:00,2015-06-05 20:44:38.947967+01:00,65.5,661,12,1528
2015-06-05 21:49:25.794689+01:00,2015-06-05 21:58:08.599044+01:00,15.5,661,2,522
2015-06-06 23:21:33.335062+01:00,2015-06-06 23:22:34.552783+01:00,9.0,661,1,61
2015-06-07 14:29:37.612117+01:00,2015-06-07 14:40:26.677111+01:00,16.5,661,3,649
2015-06-07 16:57:57.363226+01:00,2015-06-07 17:09:11.398759+01:00,36.5,661,4,674
2015-06-07 18:42:46.497148+01:00,2015-06-07 18:54:04.943383+01:00,22.0,661,3,678
2015-06-07 20:31:15.538460+01:00,2015-06-07 20:48:10.966821+01:00,20.0,661,2,1015
2015-06-07 20:32:56.781506+01:00,2015-06-07 20:48:16.274575+01:00,25.5,661,2,919
2015-06-07 21:09:07.179601+01:00,2015-06-07 21:14:54.091655+01:00,17.5,661,2,346
2015-06-07 21:34:49.996700+01:00,2015-06-07 21:40:46.995143+01:00,15.0,661,2,356
2015-06-07 21:45:43.732966+01:00,2015-06-07 21:53:06.253241+01:00,25.5,661,4,442
2015-06-07 21:58:59.603774+01:00,2015-06-07 22:06:37.162725+01:00,16.0,661,3,457
2015-06-07 22:25:12.957691+01:00,2015-06-07 22:34:10.774031+01:00,32.0,661,2,537
2015-06-08 13:52:54.306935+01:00,2015-06-08 14:07:23.521817+01:00,15.0,661,2,869
2015-06-09 12:58:24.392090+01:00,2015-06-09 13:41:59.870837+01:00,22.5,661,3,2615
2015-06-09 17:22:52.056184+01:00,2015-06-09 17:50:01.117508+01:00,21.0,661,3,1629
2015-06-09 21:15:49.529962+01:00,2015-06-09 21:33:05.717225+01:00,23.0,661,3,1036
2015-06-09 21:34:36.942563+01:00,2015-06-09 21:46:31.565990+01:00,18.5,661,3,714
2015-06-10 17:26:53.764380+01:00,2015-06-10 20:05:34.194137+01:00,22.0,661,4,9520
2015-06-11 13:03:48.866559+01:00,2015-06-11 21:43:12.796141+01:00,19.5,661,3,31163
2015-06-12 13:40:29.516737+01:00,2015-06-12 13:54:05.277087+01:00,32.5,661,4,815
2015-06-13 20:48:02.762717+01:00,2015-06-13 20:59:22.308920+01:00,24.5,661,3,679
2015-06-13 21:00:53.202352+01:00,2015-06-13 21:13:33.537586+01:00,15.0,661,3,760
2015-06-13 23:07:13.384523+01:00,2015-06-13 23:27:06.193371+01:00,28.5,661,3,1192
2015-06-14 13:56:45.256049+01:00,2015-06-14 13:56:45.256049+01:00,27.0,661,4,0
2015-06-14 18:00:05.351980+01:00,2015-06-14 18:02:42.148002+01:00,15.0,661,2,156
2015-06-14 19:32:19.607556+01:00,2015-06-14 19:46:19.051961+01:00,19.5,661,3,839
2015-06-14 19:41:27.235146+01:00,2015-06-14 19:55:02.015005+01:00,26.0,661,6,814
2015-06-14 20:19:18.040658+01:00,2015-06-14 20:25:36.761187+01:00,16.0,661,3,378
2015-06-17 20:44:01.805010+01:00,2015-06-17 20:55:12.040544+01:00,20.5,661,3,670
2015-06-18 13:29:28.552561+01:00,2015-06-18 13:36:46.514374+01:00,15.0,661,5,437
2015-06-18 19:13:01.292806+01:00,2015-06-18 19:32:43.406292+01:00,43.0,661,6,1182
2015-06-18 20:31:12.233035+01:00,2015-06-18 20:39:30.583136+01:00,15.0,661,2,498
2015-06-18 20:41:36.757057+01:00,2015-06-18 20:55:32.269918+01:00,35.5,661,6,835
2015-06-19 12:54:42.633587+01:00,2015-06-19 13:56:47.069936+01:00,15.0,661,4,3724
2015-06-19 14:22:07.366777+01:00,2015-06-19 14:33:36.558365+01:00,23.5,661,5,689
2015-06-19 19:27:42.622315+01:00,2015-06-19 20:32:59.553980+01:00,35.5,661,6,3916
2015-06-19 19:52:36.832644+01:00,2015-06-19 20:02:21.136813+01:00,16.5,661,2,584
2015-06-20 19:56:24.253684+01:00,2015-06-20 20:08:44.697086+01:00,32.0,661,6,740
2015-06-20 20:02:52.042005+01:00,2015-06-20 20:14:47.269139+01:00,26.5,661,5,715
2015-06-20 20:55:08.190584+01:00,2015-06-20 21:05:34.156945+01:00,29.0,661,2,625
2015-06-20 21:07:15.587816+01:00,2015-06-20 21:14:13.666502+01:00,15.0,661,3,418
2015-06-20 21:38:49.842323+01:00,2015-06-20 21:50:24.821757+01:00,15.0,661,4,694
2015-06-21 12:46:31.163492+01:00,2015-06-21 13:34:25.902783+01:00,32.0,661,2,2874
2015-06-21 14:24:39.185002+01:00,2015-06-21 14:33:08.019427+01:00,34.0,661,4,508
2015-06-21 15:26:02.077055+01:00,2015-06-21 15:31:39.496066+01:00,16.0,661,3,337
2015-06-21 15:35:41.513424+01:00,2015-06-21 15:41:54.531541+01:00,16.0,661,3,373
2015-06-21 19:34:10.371782+01:00,2015-06-21 19:46:24.509610+01:00,16.5,661,2,734
2015-06-22 12:13:48.209381+01:00,2015-06-22 13:14:39.800534+01:00,131.5,661,12,3651
2015-06-22 20:19:39.382565+01:00,2015-06-22 20:32:39.611528+01:00,24.5,661,3,780
2015-06-23 21:34:33.926136+01:00,2015-06-23 21:45:38.447301+01:00,17.5,661,3,664
2015-06-23 22:05:45.538849+01:00,2015-06-23 22:22:00.626972+01:00,26.5,661,3,975
2015-06-24 17:58:53.455326+01:00,2015-06-24 18:07:47.225293+01:00,22.0,661,2,533
2015-06-24 19:52:53.276994+01:00,2015-06-24 20:05:03.227277+01:00,16.5,661,3,729
2015-06-25 21:11:00.050522+01:00,2015-06-25 21:15:17.368735+01:00,15.0,661,2,257
2015-06-26 19:53:30.356636+01:00,2015-06-26 20:01:59.433460+01:00,22.5,661,7,509
2015-06-26 20:54:33.219336+01:00,2015-06-26 20:59:50.757868+01:00,10.0,661,1,317
2015-06-26 21:46:57.151039+01:00,2015-06-26 21:53:44.938444+01:00,23.5,661,3,407
2015-06-26 22:02:34.547764+01:00,2015-06-26 22:23:16.117127+01:00,25.5,661,3,1241
2015-06-27 19:06:06.138269+01:00,2015-06-27 19:12:04.140705+01:00,16.0,661,2,358
2015-06-27 19:29:36.082169+01:00,2015-06-27 19:36:54.754375+01:00,17.5,661,2,438
2015-06-27 21:15:05.740613+01:00,2015-06-27 21:31:19.996579+01:00,28.5,661,2,974
2015-06-28 14:23:32.128627+01:00,2015-06-28 14:33:36.484532+01:00,16.0,661,3,604
2015-06-28 20:21:24.969657+01:00,2015-06-28 20:39:31.885176+01:00,17.5,661,3,1086
2015-06-28 20:33:09.630630+01:00,2015-06-28 20:44:28.699318+01:00,40.5,661,4,679
2015-06-30 20:44:54.131716+01:00,2015-06-30 20:59:00.667692+01:00,17.5,661,2,846
2015-06-30 21:13:06.621587+01:00,2015-06-30 21:25:52.342635+01:00,37.5,661,6,765
2015-06-01 18:55:27.722022+01:00,2015-06-01 21:29:10.039760+01:00,18.4574,1757,2,9222
2015-06-01 20:46:09.496216+01:00,2015-06-01 21:38:40.256997+01:00,12.7782,1757,1,3150
2015-06-02 22:05:00.044536+01:00,2015-06-02 22:20:47.547578+01:00,17.7475,1757,2,947
2015-06-01 18:55:22.149407+01:00,2015-06-01 19:06:27.596993+01:00,15.2,421,2,665
2015-06-01 21:37:24.328595+01:00,2015-06-01 21:45:14.878126+01:00,18.9,421,2,470
2015-06-02 20:22:11.607482+01:00,2015-06-02 20:26:34.902414+01:00,17.65,421,3,263
2015-06-02 22:29:54.267206+01:00,2015-06-02 22:39:10.649748+01:00,18.85,421,3,556
2015-06-06 22:41:49.597568+01:00,2015-06-06 22:49:23.344551+01:00,28.05,421,4,453
2015-06-07 20:19:01.945333+01:00,2015-06-07 20:25:49.278111+01:00,17.25,421,3,407
2015-06-07 20:42:57.905104+01:00,2015-06-07 20:49:14.444660+01:00,34.55,421,6,376
2015-06-07 20:43:13.571591+01:00,2015-06-07 20:49:19.354915+01:00,21.15,421,3,365
2015-06-09 19:26:04.458435+01:00,2015-06-09 19:43:08.446061+01:00,41.45,421,6,1023
2015-06-09 22:11:09.599067+01:00,2015-06-09 22:26:12.255540+01:00,34.8,421,6,902
2015-06-10 20:55:08.289232+01:00,2015-06-10 21:00:25.069097+01:00,15.95,421,2,316
2015-06-11 20:08:55.728465+01:00,2015-06-11 20:22:14.794149+01:00,25.2,421,3,799
2015-06-12 19:07:28.818974+01:00,2015-06-12 19:24:10.462916+01:00,21.2,421,3,1001
2015-06-13 19:57:13.311585+01:00,2015-06-13 20:08:39.070249+01:00,24.85,421,3,685
2015-06-15 19:31:16.313351+01:00,2015-06-15 19:39:01.348114+01:00,16.5,421,3,465
2015-06-16 20:01:23.667616+01:00,2015-06-16 20:14:55.055527+01:00,25.0,421,3,811
2015-06-17 21:04:55.548905+01:00,2015-06-17 21:22:56.972553+01:00,49.05,421,5,1081
2015-06-17 21:12:40.373602+01:00,2015-06-17 21:14:40.012335+01:00,21.4,421,3,119
2015-06-18 16:37:44.847468+01:00,2015-06-18 16:52:51.250809+01:00,16.0,421,2,906
2015-06-18 22:06:13.192590+01:00,2015-06-18 22:14:47.869211+01:00,22.35,421,3,514
2015-06-20 15:43:48.648978+01:00,2015-06-20 15:52:57.895263+01:00,17.7,421,2,549
2015-06-20 21:34:11.325323+01:00,2015-06-20 21:44:44.473964+01:00,16.9,421,2,633
2015-06-21 22:47:07.568679+01:00,2015-06-21 23:06:54.715096+01:00,20.25,421,3,1187
2015-06-25 21:03:05.032611+01:00,2015-06-25 21:18:03.517856+01:00,17.45,421,3,898
2015-06-25 21:09:22.978019+01:00,2015-06-25 21:18:03.234118+01:00,26.85,421,3,520
2015-06-28 15:03:30.967427+01:00,2015-06-28 15:09:50.111789+01:00,36.85,421,5,379
2015-06-28 17:15:49.878428+01:00,2015-06-28 17:24:36.999251+01:00,52.95,421,9,527
2015-06-28 17:16:05.559522+01:00,2015-06-28 17:23:18.607982+01:00,18.25,421,3,433
2015-06-28 17:17:54.428907+01:00,2015-06-28 17:24:41.696796+01:00,9.7,421,2,407
2015-06-28 19:33:41.061899+01:00,2015-06-28 19:40:07.464489+01:00,18.7,421,2,386
2015-06-29 20:59:58.112161+01:00,2015-06-29 21:08:14.743703+01:00,28.45,421,4,496
2015-06-01 18:56:03.309295+01:00,2015-06-01 19:03:29.479644+01:00,18.5,97,3,446
2015-06-01 19:01:08.122585+01:00,2015-06-01 19:09:12.910604+01:00,28.6,97,5,484
2015-06-01 20:09:23.172641+01:00,2015-06-01 20:14:05.268860+01:00,24.7,97,4,282
2015-06-01 20:24:24.242101+01:00,2015-06-01 20:40:12.419876+01:00,19.4,97,5,948
2015-06-01 20:33:48.879259+01:00,2015-06-01 20:46:41.630619+01:00,15.0,97,1,772
2015-06-01 21:39:51.802937+01:00,2015-06-01 21:48:37.080213+01:00,19.8,97,3,525
2015-06-02 13:37:03.432400+01:00,2015-06-02 13:41:59.963718+01:00,49.4,97,6,296
2015-06-02 13:49:58.534106+01:00,2015-06-02 13:54:19.897684+01:00,90.9,97,6,261
2015-06-02 19:29:17.675003+01:00,2015-06-02 19:47:42.698360+01:00,35.7,97,9,1105
2015-06-02 19:46:01.709003+01:00,2015-06-02 19:55:19.004911+01:00,26.9,97,5,557
2015-06-02 19:51:25.095849+01:00,2015-06-02 20:00:37.538649+01:00,16.5,97,4,552
2015-06-02 20:17:24.332574+01:00,2015-06-02 20:23:18.573881+01:00,20.0,97,4,354
2015-06-02 20:25:49.892724+01:00,2015-06-02 20:37:00.249350+01:00,15.5,97,4,670
2015-06-02 20:47:12.263178+01:00,2015-06-02 21:01:30.904069+01:00,42.4,97,8,858
2015-06-02 20:49:45.170745+01:00,2015-06-02 21:05:18.794159+01:00,19.0,97,3,933
2015-06-02 22:10:16.487349+01:00,2015-06-02 22:24:31.881357+01:00,37.4,97,5,855
2015-06-02 22:17:24.910486+01:00,2015-06-02 22:31:04.797414+01:00,48.6,97,7,819
2015-06-03 13:48:48.566054+01:00,2015-06-03 13:51:14.334445+01:00,38.9,97,4,145
2015-06-03 20:09:40.146807+01:00,2015-06-03 20:17:18.090384+01:00,19.0,97,4,457
2015-06-03 21:08:32.893940+01:00,2015-06-03 21:13:24.670679+01:00,15.3,97,3,291
2015-06-03 21:40:47.592545+01:00,2015-06-03 21:51:46.674154+01:00,16.1,97,4,659
2015-06-04 13:39:35.129192+01:00,2015-06-04 13:59:02.860498+01:00,29.5,97,3,1167
2015-06-04 13:51:09.484995+01:00,2015-06-04 14:08:21.565016+01:00,40.6,97,8,1032
2015-06-04 14:02:04.088467+01:00,2015-06-04 14:20:53.340388+01:00,58.2,97,6,1129
2015-06-04 14:08:32.019235+01:00,2015-06-04 14:18:42.030824+01:00,19.4,97,4,610
2015-06-04 14:56:45.600662+01:00,2015-06-04 15:02:49.869054+01:00,15.6,97,3,364
2015-06-04 15:25:26.650238+01:00,2015-06-04 15:38:13.446750+01:00,48.6,97,7,766
2015-06-04 19:01:34.691840+01:00,2015-06-04 19:03:50.524079+01:00,23.7,97,4,135
2015-06-05 20:06:12.636580+01:00,2015-06-05 20:10:03.908996+01:00,57.7,97,11,231
2015-06-08 13:28:28.186489+01:00,2015-06-08 13:33:20.051023+01:00,16.5,97,4,291
2015-06-08 13:57:24.651407+01:00,2015-06-08 13:57:44.906495+01:00,19.0,97,4,20
2015-06-08 20:29:52.804057+01:00,2015-06-08 20:48:02.727203+01:00,20.0,97,4,1089
2015-06-08 21:35:33.889978+01:00,2015-06-08 21:54:54.288753+01:00,18.5,97,3,1160
2015-06-08 21:56:20.264788+01:00,2015-06-08 22:00:46.913798+01:00,21.0,97,2,266
